"drugId"|"foodInteractionDescription"
"DB00451"|"Avoid calcium supplements/calcium rich foods. Calcium may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours. Avoid grapefruit products. Grapefruit may delay the absorption of this medication. Avoid iron supplements. Iron may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours. Avoid multivalent ions. Examples include iron, magnesium, and calcium. These are often found in antacids, vitamins, and supplements - separate medication administration by at least 4 hours. Do not take with bran and high fiber foods. Dietary fiber, soybean flour, cottonseed meal, and walnuts may reduce the absorption of levothyroxine. Take on an empty stomach. Levothyroxine should be taken on an empty stomach 30-60 minutes prior to the first meal of the day."
"DB00452"|""
"DB00453"|""
"DB00454"|"Avoid alcohol. Take with or without food. Food does not significantly affect absorption."
"DB00455"|""
"DB00456"|""
"DB00457"|"Avoid alcohol. Avoid natural licorice. Take with or without food. The absorption is unaffected by food."
"DB00458"|"Avoid alcohol. Avoid St. John's Wort. Do not take with bran and high fiber foods. Limit caffeine intake. Take with food."
"DB00459"|"Avoid alcohol. Women of childbearing age should avoid ingesting any alcohol during treatment and two months after discontinuation of acitretin. Alcohol intake increases the duration of risk for birth defects to beyond three years post acitretin discontinuation. Take with food. Taking acitretin with the main meal of the day improves oral absorption."
"DB00460"|""
"DB00461"|"Avoid alcohol. Alcohol use may aggravate the gastrointestinal irritation caused by this drug. Take with food. Food increases the rate of absorption."
"DB00462"|"Take before a meal. Take methscopolamine bromide 30 minutes before meals and at bedtime for optimal therapeutic effect."
"DB00463"|""
"DB00464"|""
"DB00465"|"Take with food. Food reduces GI irritation."
"DB00466"|""
"DB00467"|""
"DB00468"|"Take with food. Food reduces irritation."
"DB00469"|"Take with food. Food may minimize stomach upset caused by tenoxicam."
"DB00470"|"Avoid alcohol. Patients with a history of substance abuse or dependence, including marijuana or alcohol, may be more likely to abuse SYNDROS as well. Take before a meal. Because food delays the absorption of SYNDROS, administer the first dose on an empty stomach at least 30 minutes before eating."
"DB00471"|"Take with or without food. The absorption is unaffected by food."
"DB00472"|"Avoid alcohol. Take with or without food."
"DB00473"|""
"DB00474"|"Avoid alcohol. Alcohol intake may cause additive CNS depressant effects."
"DB00475"|"Avoid alcohol. Take with or without food. The absorption is unaffected by food."
"DB00476"|"Avoid excessive or chronic alcohol consumption. Alcohol increases the risk of liver toxicity. Take with or without food. Do not sprinkle the contents of the capsules on food/liquids."
"DB00477"|"Avoid alcohol. Take with food. Food reduces irritation."
"DB00478"|""
"DB00479"|""
"DB00480"|"Take at the same time every day. Skip the missed dose if it has been more than 12 hours since your regular time. Take with or without food. High-fat meals decrease absorption, but not to a clinically significant extent."
"DB00481"|"Avoid excessive or chronic alcohol consumption. Excessive and chronic alcohol consumption may be associated with vitamin D deficiency. Take with or without food. The absorption is unaffected by food."
"DB00482"|"Avoid alcohol. Alcohol increases the risk of gastrointestinal irritation. Avoid multivalent ions. Separate the administration of aluminum and magnesium containing drugs by several hours. Take with or without food. Doses up to 200 mg can be taken without regard to food, but doses of 400mg or higher should be taken with food."
"DB00483"|""
"DB00484"|"Avoid alcohol. Alcohol intake may potentially lead to additive CNS depressant effects."
"DB00485"|"Take on an empty stomach. Food decreases bioavailability."
"DB00486"|"Avoid alcohol. Take with or without food. Food does not significantly affect absorption."
"DB00487"|""
"DB00488"|"Take after a meal. Take altretamine after meals and at bedtime."
"DB00489"|"Take with or without food. Oral sotalol with a meal reduces absorption by 20%."
"DB00490"|"Avoid alcohol. Alcohol may cause additive CNS depressant effects. Avoid grapefruit products. Grapefruit increases the plasma concentrations of the drug. Take at the same time every day. Take consistently at the same time in regard to meals. Take with or without food. Take drug always with or always without food in a consistent manner."
"DB00491"|"Take with food. Take at the beginning of a meal."
"DB00492"|"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. Limit salt intake. Salt may attenuate the antihypertensive effect. Take separate from antacids. Take at least 2 hours before or after antacids. Taking this medication with antacids can reduce absorption.Taking this medication with antacids can reduce absorption. Take with or without food. The absorption is unaffected by food."
"DB00493"|""
"DB00494"|"Take with or without food. The absorption is unaffected by food."
"DB00495"|"Take with or without food. The administration of zidovudine with food causes a 28% reduction in the Cmax but does not affect the AUC."
"DB00496"|"Take with or without food. The absorption is unaffected by food."
"DB00497"|"Avoid alcohol. Take with or without food. Food does not significantly affect absorption."
"DB00498"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
"DB00499"|"Take with or without food. The absorption is unaffected by food."
"DB00500"|"Avoid alcohol. Ingesting alcohol may increase the risk of developing an ulcer, or gastrointestinal bleed. Take with or without food. Food (or milk) can decrease oral bioavailability by 16%. Tolmetin may be taken with food to reduce gastrointestinal upset, but it may reduce tolmetin serum levels by 50%."
"DB00501"|"Take with food. Food increases bioavailability. For prophylaxis of gastric symptoms, take cimetidine 30-60 minutes prior to food administration."
"DB00502"|"Avoid alcohol. Alcohol may potential hypotension and CNS adverse effects."
"DB00503"|"Avoid St. John's Wort. Co-administration may reduce serum concentrations of ritonavir and interfere with virologic efficacy."
"DB00504"|""
"DB00505"|""
"DB00507"|"Take with food. Food improves oral bioavailability."
"DB00508"|""
"DB00509"|"Take with or without food. The absorption is unaffected by food."
"DB00511"|""
"DB00512"|"Take with or without food."
"DB00513"|"Take with or without food. The absorption is unaffected by food."
"DB00514"|"Take with or without food. The absorption is unaffected by food."
"DB00515"|"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use."
"DB00516"|""
"DB00517"|""
"DB00518"|"Take with a high fat meal. A high fat meal increases solubility and absorption. Take with food when treating systemic infections."
"DB00519"|"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. Limit salt intake. Salt may attenuate the antihypertensive effect. Take with or without food. The absorption is unaffected by food."
"DB00520"|""
"DB00521"|""
"DB00522"|""
"DB00523"|"Take at the same time every day. Take with food. Food increases the bioavailability of alitretinoin capsules."
"DB00524"|"Take with food. Food reduces irritation."
"DB00525"|""
"DB00526"|""
"DB00527"|""
"DB00528"|"Avoid alcohol. Alcohol may increase the vasodilatory effects of lercanidipine, which may lead to hypotension. Avoid grapefruit products. Grapefruit inhibits the metabolism of lercanidipine through CYP3A4, which causes increased serum levels of lercanidipine, and may increase the risk of hypotension. Exercise caution with St. John's Wort. Lercanidipine is metabolized by CYP3A4, and St. John's Wort is a CYP3A4 inducer. Take on an empty stomach. Taking lercanidipine after meals increases its bioavailability, therefore lercanidipine should be taken least 15 minutes before meals."
"DB00529"|""
"DB00530"|"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erlotinib. Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of erlotinib. Take on an empty stomach. Food increases erlotinib bioavailability, therefore administer at least 1 hour before or 2 hours after meals."
"DB00531"|"Drink plenty of fluids. Drink 2 to 3 liters of fluids a day. Take with food. Food reduces irritation."
"DB00532"|""
"DB00533"|"Take separate from antacids. Taking rofecoxib with antacids can reduce the AUC and Cmax of rofecoxib, therefore consider separating their administration for optimal efficacy. Take with or without food. The AUC and Cmax of rofecoxib tablets are not impacted by administration with food, however, the Tmax may be delayed. The food effect on the absorption of rofecoxib suspension formulation has not been studied according to the official product labeling."
"DB00534"|""
"DB00535"|"Avoid multivalent ions. Do not take aluminum, magnesium, or iron containing products up to 2 hours before or after this medication. Take with or without food. The absorption is unaffected by food."
"DB00536"|""
"DB00537"|"Avoid milk and dairy products. Dairy products and calcium fortified juices decrease the absorption of ciprofloxacin. Limit caffeine intake. Take with or without food. The absorption is not significantly affected by food."
"DB00538"|""
"DB00539"|"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and therefore, may elevate toremifene serum levels. Take with or without food."
"DB00540"|"Avoid alcohol. Take with or without food. Food decreases gastrointestinal irritation."
"DB00541"|"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of vincristine. Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of vincristine."
"DB00542"|"Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. Take with or without food. Food slows the rate of absorption but not the extent."
"DB00543"|"Avoid alcohol. Take with food. Food reduces irritation."
"DB00544"|""
"DB00545"|"Take with food. Food decreases irritation."
"DB00546"|""
"DB00547"|""
"DB00548"|"Avoid alcohol. Alcohol may cause flushing; therefore, it may worsen rosacea. Take with or without food. Food and drink, which have a high temperature or are spicy, may exacerbate flushing and rosacea, avoid if possible."
"DB00549"|"Take on an empty stomach. Take at least 1 hour before or 2 hours after meals."
"DB00550"|"Take at the same time every day."
"DB00551"|"Avoid alcohol. Concomitant use of acetohydroxamic acid with alcohol may cause a rash. Avoid iron supplements. Acetohydroxamic acid chelates iron, therefore oral supplementation of iron will reduce levels of both iron and acetohydroxamic acid. Take on an empty stomach."
"DB00552"|""
"DB00553"|"Take with food. Take this medication with food or milk."
"DB00554"|"Avoid alcohol. Take with food."
"DB00555"|"Take with or without food. The absorption is unaffected by food."
"DB00556"|""
"DB00557"|"Avoid alcohol. Co-administration with alcohol may potentiate the CNS adverse effects of hydroxyzine. Avoid grapefruit products. Co-administration with grapefruit inhibits hydroxyzine metabolism and can result in elevated serum concentrations."
"DB00558"|""
"DB00559"|"Take with or without food. The absorption is unaffected by food."
"DB00560"|""
"DB00561"|""
"DB00562"|""
"DB00563"|"Avoid alcohol. Avoid milk and dairy products. Milk and dairy products reduce absorption. Exercise caution with St. John's Wort. Limit caffeine intake. Caffeine may reduce the effectiveness of methotrexate. Take with or without food."
